tokens,labels
"['friday', 'food', 'film', 'series', 'present', 'jim', 'henson', 'cult', 'classic', 'labyrinth', 'miner', 'foundry', 'cultural', '...']",neu
"['debated', 'now', 'totally', 'agree', 'followed', 'poetic', 'justice', '..']",pos
"['play', 'april is', 'mom', 'great', 'kristin', 'chenoweth', 'can', 'also', 'amazing', 'episode']",pos
"['iebc', 'may', 'hold', 'modern', 'credible', 'election', 'wont', 'stop', 'kenya', 'burning', 'intolerance', 'r', 'witnessing', 'continues']",neg
"['odd', 'sort', 'clearance', 'sale', 'kremlin', 'announced', 'monday', 'putting', 'draft', 'horse', 'pony', '...']",neu
"['thanks', 'everybody', 'bday', 'wish', 'gonna', 'big', 'celebration', 'tomorrow', 'ostend', 'cherry', 'moon', 'retro', '...']",pos
"['today', 'day', 'lol', 'annual', 'fish', 'fry', 'big', 'bang']",pos
"['know', 'you are', 'sf', 'thurs', 'night', 'people', 'lined', 'around', 'block', 'see', 'reid', 'hoffman']",neu
"['today', 'anniversary', 'f.scott', 'fitzgerald is', 'birth', 'yr', 'dr', 'seuss is', 'death', 'pub', 'hobbit', 'via']",neu
"['february', 'star', 'year', 'old', 'still', 'one', 'best', 'song', 'dave', 'grohl', 'ever', 'written', '#fact']",pos
"['cool', 'come', 'monday', 'group', 'love', 'often', 'day', 'trip', 'together', 'fire', 'station', 'world', 'book', 'day', 'stuff']",pos
"['sitting', 'luggage', 'smelling', 'jerusalem', 'click', 'like', 'hope', 'visit', 'israel', 'soon', 'december', 'tour', '...']",neu
"['gone', 'kill', 'u', 'da', 'episode', 'new', 'season', 'breakout', 'king', 'damn', 'no', 'eye', 'candy', 'miss']",neg
"['mcilroy', 'keep', 'steady', 'hand', 'honda', 'classic', 'second', 'round', 'golf', 'channel', 'via']",pos
"['still', 'remember', 'day', 'demi', 'tweeting', 'lyric', 'unbroken', 'now', 'she is', 'tweeting', 'lyric', 'album', 'im', 'excited']",pos
"['going', 'cobham', 'tomorrow', 'beyond', 'excited']",pos
"['black', 'triangle', 'sighting', 'perryton', 'texas', 'october', 'black', 'object', 'obscured', 'sky', 'star', '...']",neu
"['#wordtomymuva', 'i am', 'going', 'lakers', 'v', 'heat', 'game', 'feb', 'miami', '#iamnotpetty']",neu
"['animal', 'planet', 'show', 'just', 'show', 'puppy', '...', 'guess', 'know', 'i am', 'spending', 'saturday is', 'next', 'year']",neu
"['mr', 'scoggins', 'will', 'knoxville', 'next', 'saturday', 'stop', 'say', 'hi']",neu
"['quick', 'panch', 'run', 'dozer', 'ying', 'turn', 'getting', 'home', 'monday', '#collegeproblems']",neu
"['lg', 'spectrum', 'ice', 'cream', 'sandwich', 'will', 'start', 'rolling', 'tomorrow', 'starting', 'tomorrow', 'owner', 'lg', 'spectr', '...', '#apps']",neu
"['know', 'unlv', 'ucla', 'playing', 'saturday', 'texas', 'gonzaga', 'secret', 'scrimmage', 'part', 'deux']",neu
"['now', 'sun', 'iguana', 'active']",pos
"['can not', 'wait', 'i', 'tomorrow', '...', 'not', 'least', 'ill', 'kenna']",pos
"['happy', 'birthday', 'wilt', 'chamberlain', 'may', 'dead', 'also', 'known', 'stiff', 'alive']",pos
"['love', 'watching', 'mersey', 'side', 'derby', 'just', 'know', 'mariner', 'will', 'ruined', 'minute']",pos
"['fca', 'tomorrow', 'butterfly', 'circus', 'common']",neu
"['tha', 'real', 'tho', '...', 'do not', 'care', 'never', 'go', 'school', 'young', 'life', 'definitely', 'go', 'city', 'tomorrow', 'night', '...', '#yl']",pos
"['staying', 'watch', 'paris-nice', 'stage', 'tonight', 'exciting']",pos
"['ready', 'party', 'u', 'march', 'fourth', 'marching', 'band', 'mthds', 'saturday', 'night', 'gothic', 'theatre', '...']",pos
"['idc', 'tomorrow', 'decides', 'shitty', 'day', 'i am', 'gonna', 'make', 'best', 'goddamn', 'day', 'ever', '#determined']",pos
"['kalo', 'messi', 'rt', 'pic', 'jose', 'mourinho', 'sun', 'mingming', 'chinese', 'basket', 'ball', 'player', 'one', '...']",neu
"['ermagerd', 'conor', 'oberst', 'playing', 'barbican', 'centre', 'february', 'must', 'find', 'way']",pos
"['get', 'number', 'wednesday', 'st', 'david is', 'school', 'bus', 'thursday', 'drop', 'air', 'bus', 'xx']",neu
"['s', 'phase', 'two', 'kick', 'iron', 'man', 'trailer', 'october', 'via']",neu
"['happy', 'birthday', 'national', 'bieber', 'day', 'now', 'he is', 'year', 'he is', '#stillkidrauhl', '#indonesiasayshbdforjustinbieber']",pos
"['trifecta', '...', 'lion', 'win', '...', 'tiger', 'win', '...', 'tiger', 'win', 'good', 'sunday', 'siting', 'couch']",pos
"['marching', 'band', 'we are', 'supposed', 'music', 'memorized', 'saturday', '...', 'i have', 'since', 'band', 'camp', '#whoops', '#overachiever', '#dontmindme']",pos
"['#state', 'giving', '#ulol', 'business', '...', 'long', 'pas', 'play', 'aplin', 'jones', 'red', 'wolf', 'q', '#sunbelt']",pos
"['skipping', 'school', 'tomorrow', 'going', 'tennessee', 'instead', '#soundsgoodtome']",pos
"['premier', 'league', 'team', 'week', 'van', 'persie', 'make', 'cut', 'time', 'season', 'szczesny', 'ashley', 'young', 'jonn', '...']",neu
"['david', 'miliband', '#bbcqt', 'going', 'wild', 'thursday', 'night']",pos
"['counting', 'christina', 'grimmie', 'reminds', 'nashville', 'always', 'listen', 'roadtrip', 'saturday', 'will', 'no', 'exception', 'happy']",pos
"['saturday', 'cherry', 'moon', 'will', 'burst', 'raw', 'beatzzz', 'master', 'like', 'raw']",neu
"['yes', 'omg', 'think', 'myungsoo', 'place', 'gyu', 'he is', 'replacing', 'hoya', 'now']",pos
"['mess', 'coming', 'towards', 'u', 'tomorrow', 'spc', 'slight', 'risk', 'tomorrow', 'we will', 'know', '...']",neg
"['watched', 'cabin', 'wood', 'silent', 'house', 'psycho', 'rocky', 'horror', 'picture', 'show', 'today', 'yay', 'happy', 'tomorrow', 'iba', 'naman', 'ulit', ':d']",pos
"['tryna', 'make', 'tomorrow', 'much', 'better']",pos
"['thank', 'one', 'rabbi', 'campus', 'can', 'come', 'today', 'purim', 'greeting', 'can']",pos
"['cliff', 'avril', 'leaf', 'detroit', 'lion', 'game', 'back', 'injury', 'detroit', 'lion', 'defensive', 'end', 'cliff', 'avril', 'left', 'sunday is', 'game', '...']",neg
"['apparently', 'office', 'feast', 'blessed', 'pope', 'john', 'paul', 'ii', 'monday', '#win', '#catholic', '#prayer']",neu
"['joseph', 'prince', 'fb', '):', 'jesus', 'not', 'present', 'find', 'fault', 'today', 'may', 'raised', '...', 'jesus', 'n', '...']",pos
"['c amon', 'lovatics', 'beliebers', 'directioners', 'swifties', 'barbz', '..', 'everybody', 'please', 'treat', 'others', 'want', 'others', '#demitofrance']",neu
"['sister', 'going', 'sm', 'saturday', 'afternoon', 'watch', 'lorax', 'asking', 'dad', 'popcorn', 'money', 'happy']",pos
"['ever', 'celebrated', 'halloween', 'i would', 'either', 'janet', 'jackson', 'poetic', 'justice', 'girl', 'w', 'braid', 'friday', ':d']",pos
"['begin', 'thursday', 's', 'e', 'c', '#signatureeventcenter', 'south', 'lumpkin', 'rd', 'w', 'college', 'id', 'w', 'regular', 'id', 'til', '#iparty']",neu
"['harris', 'english', 'may', 'playing', 'incredible', 'golf', 'moment', 'ap', 'still', 'label', 'photo', 'zach', 'johnson']",pos
"['timmonsville', 'resident', 'live', 'gun', 'behind', 'locked', 'door']",neu
"['start', 'friday', 'night', 'irving', 'plaza', 'nyc', 'touring', 'chiodos', '<-', 'stoked']",pos
"['#rugby', 'danny', 'care', 'will', 'start', 'final', 'test', 'south', 'africa', 'saturday', 'much-changed', 'england', 'team', '...']",neu
"['will', 'missing', 'another', 'brookwood', 'event', 'everyone', 'will', 'talking', 'tomorrow', 'soccer', '#whatsnew']",neg
"['red', 'wolf', 'hoop', 'picked', 'finish', 'second', 'sun', 'belt', 'division', 'want', 'believe', 'want', 'believe', 'want', 'believe']",pos
"['think', 'aj', 'rd', 'pick', 'league']",neu
"['single-vehicle', 'crash', 'early', 'sunday', 'morning', 'claimed', 'life', 'selma', 'teen', 'james', 'brandon', 'bank', '...']",neg
"['#forbes', 'nyse', 'nasdaq', 'u', 'stock', 'market', 'made', 'wise', 'decision', 'take', 'rain', 'day', 'monday', '...']",neu
"['simchat', 'torah', 'bash', 'chaplain', 'tomorrow', 'night', 'night', 'will', 'enjoy', 'much', 'purim', 'see', 'event', 'detail']",pos
"['directioners', 'now', 'prove', 'big', 'family', 'friday', 'released', 'video', 'song', 'little', 'thing']",pos
"['thank', 'will', 'see', 'tomorrow', 'uncharted', 'banging', 'tomb', 'raider', 'talk', ':d']",pos
"['anderson', 'cooper', 'kristin', 'chenoweth', 'coming', 'anderson', 'live', 'premiered', 'monday', 'kristi', '...', '#gay', '#lgbt']",neu
"['tomorrow', 'million', 'directioners', 'will', 'just', 'cry', 'watch', 'video', 'silence', '#littlethings']",neg
"['really', 'looking', 'forward', 'passion', 'pink', 'event', 'tomorrow', 'night', 'medusa', 'brownsville', 'it is', 'perfect', '...']",pos
"['downloaded', 'joseph', 'prince', 'keep', 'eye', 'jesus', 'jun', '#realplayer']",neu
"['wilt', 'chamberlain', 'time', 'basketball', 'tuesday', 'marked', 'birthday', 'greatest', 'athlete', 'come', 'fro', '...']",pos
"['sat is', 'kid', 'club', 'halloween', 'special', 'labyrinth', 'pg', 'spooky', 'treasure', 'hunt', 'activity', 'directed', 'jim', 'henson']",neu
"['will', 'performing', 'dc', 'star', 'september', 'hope', 'yall', 'can', 'come', 'thru']",pos
"['woody', 'going', 'another', 'mail', 'monday', 'fps', 'russia', 'cause', 'last', 'one', 'hilarious', 'far', 'fav', '#genius']",pos
"['opening', 'night', 'warrior', 'v', 'sun', 'second', 'half', 'game', 'thread', 'remaining', 'total', 'golden', 'st', '...']",neu
"['may', 'well', 'sign', 'scott', 'dann', 'roger', 'johnson', 'whilst']",neu
"['two', 'guest', 'list', 'ticket', 'give', 'away', 'joan', 'armatrading is', 'show', 'st', 'david is', 'thursday', 'keep', 'locked', 'find']",neu
"['ok', 'going', 'saturday', 'sm', 'bacolod', 'meet', 'crush', 'boom', 'xd', 'hahahahqa']",pos
"['tonight', 'tipsy', 'tuesday', 'arch', 'street', 'big', 'bang', 'good', 'food', 'music', 'drink', 'arch']",pos
"['steve', 'emerson', 'interview', 'shameful', 'u', 'response', 'islamist', 'riot', 'sun', 'tv', '::', 'ipt', 'news', '::', 'investigat', '...', 'via']",neg
"['reckon', 'year', 'time', 'i will', 'chance', 'fucking', 'pixie', 'lott', 'bump', 'night', 'rohypnol', 'may', 'required']",neg
"['lorenzo', 'brown', 'gave', 'nervous', '#ncstate', 'fan', 'one', 'le', 'thing', 'worry', 'tuesday', 'spain']",pos
"['saying', 'he would', 'peaked', 'even', 'back', 'paris-nice', 'march', 'leaf', 'had not', 'come', 'tree', 'he is', 'serving', 'hat', 'sauce', 'now']",neu
"['just', 'watched', 'whole', 'season', 'breakout', 'king', 'find', 'canceled', 'fucking', 'show']",neg
"['perhaps', 'may', 'time', 'soon', 'it is', 'good', 'idea', 'loaning', 'longo', 'espanyol']",pos
"['state', 'qualifier', 'young', 'life', 'short', 'day', 'tomorrow', 'life', 'pretty', 'damn', 'good', '(;']",pos
"['fancy', 'enhanced', 'acca', 'sunday', 'morning', 'take', 'espanyol', 'lazio', 'heracles', 'winning']",pos
"['just', 'saw', 'rhonda', 'rousey', 'will', 'ufc', 'event', 'seattle', 'december', 'rematch', 'near', 'home']",neu
"['dont', 'miss', 'tonight', 'tomorrow', 'big', 'day', 'dead', 'celebration', '...']",pos
"['yeah', 'big', 'bang', 'like', 'second', 'rarest', 'anyway', 'i will', 'get', 'they will', 'like', 'fri', 'order']",neu
"['eskom is', '#entrepreneurship', '#education', 'simama', 'ranta', 'provincial', 'winning', 'school', 'exhibit', 'coca-cola', 'dome', 'september', 'see']",pos
"['myles', 'will', 'sat', 'chester', 'bed', 'chester', 'floor', 'drinking', 'playing', 'fifa', 'feel', 'like', 'boy']",pos
"['drexel', 'cancel', 'class', 'drexel', 'medicine', 'clinic', 'hour', 'canceled', 'day', 'monday', 'tuesday', 'least', 'due', 'weather']",neu
"['asikkk', 'nanti', 'di', 'konser', 'java', 'jazz', 'ada', 'kak', 'sierranya', 'hmm', 'it is', 'good', 'news', 'lirik']",pos
"['e', 'l', 'james', 'writing', 'book', 'fifty', 'shade', 'series', 'will', 'christmas', 'happy']",neu
"['pick', '...', '#packers', 'select', 'fat', 'punter', 'wichita', 'st']",neu
"['can not', 'wait', 'see', 'lakers', 'tomorrow']",pos
"['sec', 'contact', 'nyse', 'delay', 'none', 'mark', 'donohue', 'guy', 'botched', 'early', 'madoff', 'inquiry']",neg
"['one', 'favourite', 'thing', 'chester', 'pizza is', 'taste', 'fantastic', 'alternative', 'sunday', 'lunch']",pos
"['australian', 'directioners', 'anyone', 'know', 'time', 'mtt', 'premire', 'tomorrow', 'xx']",neu
"['tomorrow', 'may', 'last', 'day', 'tennessee']",neu
"['pack is', 'brown', 'look', 'rebound', 'lorenzo', 'brown', 'wolfpack', 'hoping', 'today is', 'game', 'd', '...', '#raleighnews']",pos
"['let is', 'end', 'friday', 'madness', 'set', 'vintage', 'francis', 'm', '#coldsummernights']",neu
"['captain', 'darren', 'sammy', 'just', 'announced', 'windies', 'will', 'playing', 'runako', 'morton', 'odi', 'tribute', 'great', 'team', 'man', 'brother']",pos
"['like', 'sound', 'it is', 'm', 'every', 'wednesday', 'animal', 'planet', 'channel']",pos
"['ted', 'nugent', 'said', 'best', 'recently', 'asked', 'america is', 'single', 'worst', 'problem', 'apathy', 'i would', 'argue', 'ignorance', 'close']",pos
"['grace', 'mean', 'give', 'something', 'may', 'not', 'deserve', 'give', 'anyway', 'joseph', 'prince']",neu
"['everybody', 'needa', 'fw', 'nov', 'door', 'open', 'ppl', 'w', 'polo', 'legging', 'spin', 'maino', 'mic']",neu
"['gabe', 'carimi', 'called', 'holding', 'game', 'got', 'lucky', 'offsetting', 'call', 'first', 'time', 'facing', 'de', 'cliff', 'avril']",pos
"['bcs', 'let is', 'enjoy', 'moment', 'sun', 'it is', 'long', 'time', 'coming', 'wildcat', 'faithful', '#emaw']",pos
"['yup', 'well', 'fun', 'small', 'conversation', 'i will', 'talk', 'tomorrow', 'goodnight', 'maria', ';)']",pos
"['yes', 'u', 'black', 'triangle', 'sighting', 'plainfield', 'illinois', 'january', 'large', 'triangle', '...', '#aliens']",neu
"['really', 'saying', 'fps', 'russia', 'play', 'airsoft', 'gun', '...', 'c amon', 'does not', 'need', 'he is', 'got', 'real', 'shit']",pos
"['tomorrow', 'yu', 'havent', 'marked', 'yur', 'calender', '...', 'now', 'christina', 'grimmie', 'dwts', 'history', 'will', 'made']",pos
"['adhitia', 'sofyan', 'java', 'jazz', 'march', 'can not', 'wait', 'give', 'day', 'please', '...']",pos
"['real', 'madrid', 'coach', 'jose', 'mourinho', 'face', 'selection', 'dilemma', 'ahead', 'sunday is', 'la', 'liga', 'trip', 'real', 'mallorca', 'sami', 'khedira', '...']",neu
"['premier', 'league', 'team', 'week', 'van', 'persie', 'make', 'cut', 'time', 'season', 'szczesny', 'ashley', 'yo', '...', '#football']",neu
"['remember', 'kentucky', 'derby', 'behind', '#illhaveanother', '#bodemeister', 'right']",neu
"['may', 'finally', 'lakers', 'v', 'heat', '#nba', 'final', 'matchup', 'due', 'harden', 'trade']",neu
"['apparently', 'it is', 'also', 'national', 'bieber', 'day', 'young', 'justin is', 'birthday', 'well', 'st', 'david is', 'day', '#worldbookday']",neu
"['business', 'club is', 'networking', 'dinner', 'eskom is', 'cfo', 'paul', ""o'flaherty"", 'october', 'book', 'lisa']",neu
"['bjp', 'member', 'walk', 'jpc', 'meeting', 'bharatiya', 'janata', 'party', 'bjp', 'member', 'tuesday', 'walked', 'p', '...']",neg
"['take', 'care', 'geddit', 'see', 'celebration', 'harold', 'pinter', 'ip', 'sat', 'aug', 'celebrated', 'actor', 'julian', 'sand', 'ticket']",pos
"['saturday', 'i will', 'playing', 'dark-e', 'sjoekoe', 'bday', 'bash', 'cherry', 'moon', 'full', 'line', '...']",pos
"['new', 'shirt', 'quote', 'dr', 'seuss', 'reminds', 'u', 'weird', 'may', 'love', 'just', 'weird']",neu
"['premier', 'league', 'team', 'week', 'van', 'persie', 'make', 'cut', 'time', 'season', 'szczesny', '...', '#football', '#soccer']",neu
"['added', 'video', 'playlist', 'francis', 'm', 'history', 'disease', 'march']",neu
"['#vashon', 'already', 'abuzz', 'news', 'strawberry', 'festival', 'week', 'july', 'calanders', 'marked', 'plan', 'made']",neu
"['act', 'hf', 'tomorrow', 'need', 'calculator', 'program', 'got', 'one', 'can', 'borrow']",neu
"['pakistan', 'cricket', 'board', 'hopeful', 'bangladesh', 'visit', 'karachi', 'pakistan is', 'cricket', 'board', 'said', 'sunday', 'hope', '...']",pos
"['love', 'shepard', 'fairey is', 'work', 'particular', 'portrait', 'bob', 'dylan', 'reluctant', 'spokesman']",pos
"['tryna', 'prepare', 'concert', 'sunday', 'two', 'greatest', 'hip-hop', 'r', 'b', 'artist', 'stage']",pos
"['btw', 'whoever', 'decided', 'use', 'rohypnol', 'date', 'rape', 'drug', 'may', 'get', 'creepy', 'disease', 'may', 'wish', 'die', 'every', 'second', 'life']",neg
"['ahhh', 'song', 'joongki', '...', 'still', 'place', 'sob']",neg
"['happy', 'birthday', 'roman', 'abramovich', 'treat', 'nice', 'present', 'january', 'think', 'radamel', 'falcao', 'fit', 'bill', 'nicely']",pos
"['make', 'sure', 'tune', 'tomorrow', 'special', 'guest', 'young', 'savage']",pos
"['get', 'excited', 'local', 'q', 'birthday', 'bash', 'friday', 'night', 'checking', 'band', 'profile', 'trifecta']",pos
"['happy', 'birthday', 'late', 'great', 'jim', 'henson', 'changed', 'world', 'entertainment', 'may', 'stick', 'muppet', 'film', 'tribute', 'later']",pos
"['great', 'night', 'club', 'now', 'just', 'chilling', 'going', 'pit', 'doom', 'night', 'will', 'playing', 'hf', 'tomorrow', '...']",pos
"['i will', 'let', 'killing', 'joke', 'deal', 'sunday', 'night', 'blue', 'instead', 'that is', 'dave', 'grohl', 'drum']",neu
"['free', 'psn', 'game', 'psn', 'game', 'zen', 'pinball', 'free', 'game', 'playstation', 'network', 'oct', 'get', 'now', 'free', 'usa', 'psn']",pos
"['regus', 'place', 'site', 'opening', 'throughout', 'europe', 'check', 'new', 'uk', 'location', 'beaconsfield', 'cobham']",neu
"['incredible', 'day', 'west', 'liberty', 'ky', 'small', 'strong', 'community', 'moving', 'forward', 'march', 'tornado']",pos
"['lpg', 'consumer', 'can', 'now', 'fill', 'kyc', 'form', 'till', 'nov', 'government', 'extended', 'day', 'deadline', 'filling', '...']",neu
"['fb', 'warrior', 'fan', 'can', 'pick', 'quarter', 'esu is', 'win', 'v', 'west', 'chester', 'oct', 'right', 'now', 'root', 'sport', 'directv', 'dish']",neu
"['mersey', 'side', 'derby', 'nfl', 'wembley', 'nice', 'little', 'sunday', 'lined']",pos
"['cheer', 'no', 'luck', 'needed', 'd', 'one', 'got', 'supply', 'rohypnol', '#ladieshereicome']",pos
"['presenting', 'mrwa is', 'annual', 'trifecta', 'sept', 'northfield', 'ma', 'stop', 'booth', 'see', 'utility', 'cloud', 'action']",neu
"['dude', 'jerusalem', 'say', 'can not', 'take', 'test', 'thursday', 'b', 'c', 'holloween', 'wednesday', 'he is', 'gonna', 'hang', '#purehonesty']",neg
"['tomorrow', 'night is', '#kandikoatednight', 'topic', 'i am', 'going', 'get', 'kandi', 'factory']",neu
"['look', 'tom', 'boonen', 'know', 'he will', 'face', 'mountain', 'sherbet', 'race', 'day', 'tomorrow', 'prep', 'pro']",neg
"['dallas', 'maverick', 'round', 'draft', 'pick', 'jared', 'cunningham', 'heading', 'd', 'league', 'season', 'start', 'source', 'espn']",neu
"['let is', 'just', 'say', 'call', 'casey is', 'trifecta', 'i will', 'explain', 'homeroom', 'tomorrow', '...', 'ask', 'cory', 'homecoming', 'lol']",pos
"['wichita', 'st', 'just', 'team', 'full', 'corncob', 'also', 'play', 'ready', 'today', 'place', 'will', 'explode', '#shakeandbakejays', '#bootstoasses']",pos
"['want', 'go', 'see', 'la', 'arolladora', 'banda', 'el', 'limon', 'sunday', 'october', 'pico', 'rivera', 'ivan', 'does not', 'wanna', 'go', 'sad', 'will', 'go', 'tix']",neg
"['album', 'change', 'lot', 'know', 'hate', 'unbroken', 'love', 'unbroken', 'fix', 'heart', 'real', 'life', 'together', 'skyscraper']",pos
"['celebrating', 'st', 'george is', 'day', 'bard is', 'birth', 'day', 'even', 'world', 'book', 'day', 'april', 'great', 'day', 'history', 'heritage', 'culture', 'enjoy']",pos
